transformer,encoder,model,split_number,fit_time,score_time,test_r2,train_r2,test_mean_absolute_error,train_mean_absolute_error,test_mean_squared_error,train_mean_squared_error,test_root_mean_squared_error,train_root_mean_squared_error,test_mean_absolute_percentage_error,train_mean_absolute_percentage_error
RobustScaler,HelmertEncoder,LinearRegression,4,2.4181230068206787,0.058267831802368164,0.9964852039044305,0.9963200822102307,0.142987941798384,0.14340109317408176,0.038674308112997206,0.04015047658566403,0.196657845287182,0.20037583832803801,65348887552375.58,65485188900535.79
RobustScaler,HelmertEncoder,DecisionTreeRegressor,0,11.43444561958313,0.10151839256286621,0.9992834456463918,0.9999999766529829,0.05851086112954193,2.1761782723946165e-06,0.00786433949925986,2.548965014974486e-07,0.08868111128791667,0.0005048727577295577,0.006719634535524709,2.5945096360634283e-07
RobustScaler,HelmertEncoder,DecisionTreeRegressor,1,11.317639112472534,0.10159659385681152,0.9992916932441115,0.999999970107749,0.058431683500984585,2.477160868816952e-06,0.007743624939591249,3.2667502724471547e-07,0.08799786894914699,0.0005715549205848161,0.0067082343592527035,2.974420823636068e-07
RobustScaler,HelmertEncoder,DecisionTreeRegressor,2,11.101266384124756,0.10148859024047852,0.9992780005786978,0.9999999759384861,0.0584179930303583,2.2225339569137125e-06,0.007830602069196353,2.6347496331153826e-07,0.08849068916669342,0.0005132981232300954,0.0067046539993438955,2.656965777800504e-07
RobustScaler,HelmertEncoder,DecisionTreeRegressor,3,11.137284278869629,0.10305261611938477,0.9992845732723766,0.9999999730308791,0.05841711639939844,2.336367807686371e-06,0.0077902271716846485,2.950238541079611e-07,0.08826226357671012,0.0005431609836024317,0.006705262121769628,2.843088841842369e-07
RobustScaler,HelmertEncoder,DecisionTreeRegressor,4,11.100661277770996,0.10174417495727539,0.9992894857273411,0.9999999761523448,0.058355195637134635,2.1811435218424805e-06,0.007817992040599513,2.601945950824656e-07,0.08841940986344295,0.0005100927318463434,0.0066997239872658,2.6505680145202417e-07
RobustScaler,HelmertEncoder,GradientBoostingRegressor,0,151.43799257278442,0.37215590476989746,0.9984037036730206,0.9983979328386686,0.09756311706118527,0.0974770952005022,0.017519698531693037,0.017490941679121113,0.13236199806475057,0.132253323886854,11753762308354.318,11631945366165.953
RobustScaler,HelmertEncoder,GradientBoostingRegressor,1,153.16072297096252,0.3640177249908447,0.9983843706695118,0.9984041046771323,0.09822717397383937,0.09780262745558656,0.017663007549618175,0.017440611901516592,0.13290224809843576,0.13206290887874836,13574067608058.902,13555283210478.176
RobustScaler,HelmertEncoder,GradientBoostingRegressor,2,148.5137493610382,0.37172365188598633,0.9983925498446597,0.9984098760370456,0.0976008243291024,0.09746469951619514,0.01743395097164172,0.017411949014297847,0.13203768769424024,0.13195434443131399,12354338962747.924,12466184733275.898
RobustScaler,HelmertEncoder,GradientBoostingRegressor,3,151.00607013702393,0.3916175365447998,0.9984091593028511,0.9984179013711716,0.09710078209206396,0.09703171058543239,0.017322543240620544,0.017307083764483304,0.13161513302284256,0.13155639005568412,11407545190056.543,11497221042099.615
RobustScaler,HelmertEncoder,GradientBoostingRegressor,4,151.78127527236938,0.41179966926574707,0.998412649523419,0.9983984946828314,0.09747470495352739,0.09745763210474906,0.017466071927185106,0.01747354300076047,0.13215926727696817,0.1321875296719039,12096165030911.451,11960934626687.38
RobustScaler,SumEncoder,LinearRegression,0,2.5246164798736572,0.04613971710205078,0.9962758351296753,0.9963728563130514,0.1435306572811867,0.14326805145001592,0.040873517471453125,0.03960018669722207,0.20217199972165564,0.19899795651519156,66653135967393.125,65245871069300.73
RobustScaler,SumEncoder,LinearRegression,1,2.5189616680145264,0.04403042793273926,0.9962528368020345,0.9963784815665959,0.14335311376022328,0.14331739344204028,0.04096618612099255,0.03957746888918231,0.20240105266769873,0.19894086782052176,65785337358444.73,65426351531954.984
RobustScaler,SumEncoder,LinearRegression,2,2.728749990463257,0.04544377326965332,0.9963893824366906,0.9963443885206501,0.14357436138138518,0.14325352530840382,0.039159739645401564,0.04002915632832756,0.19788819986396755,0.20007287754297823,64300199067806.7,65883667993367.41
RobustScaler,SumEncoder,LinearRegression,3,2.6641881465911865,0.04633378982543945,0.9963590848470605,0.9963519615337614,0.14322390849884278,0.1433470224934358,0.03964564791764626,0.03990706151992717,0.19911214909604652,0.1997675186809086,65418910209773.79,65418041033905.734
RobustScaler,SumEncoder,LinearRegression,4,3.0744707584381104,0.04539918899536133,0.9964852001474973,0.9963200935210033,0.14299723400603703,0.14340905671317652,0.03867434945160825,0.04015035317722626,0.1966579503900319,0.20037553038538977,65387941430932.53,65523346354127.984
RobustScaler,SumEncoder,DecisionTreeRegressor,0,9.3604736328125,0.10402917861938477,0.9993169344334822,0.9999999766529829,0.05722735571943288,2.1761782723946165e-06,0.0074967927949914715,2.548965014974486e-07,0.0865840215916971,0.0005048727577295577,0.006571538170962611,2.5945096360634283e-07
RobustScaler,SumEncoder,DecisionTreeRegressor,1,9.469771385192871,0.10196065902709961,0.9993284920364016,0.999999970107749,0.057144261728348106,2.477160868816952e-06,0.007341318956547083,3.2667502724471547e-07,0.0856814971656488,0.0005715549205848161,0.006561040470138082,2.974420823636068e-07
RobustScaler,SumEncoder,DecisionTreeRegressor,2,9.361177444458008,0.11404180526733398,0.9993114141108501,0.9999999759384861,0.05729171441005657,2.2225339569137125e-06,0.007468208324420983,2.6347496331153826e-07,0.08641879612920433,0.0005132981232300954,0.00657646509626023,2.656965777800504e-07
RobustScaler,SumEncoder,DecisionTreeRegressor,3,9.877302408218384,0.09960770606994629,0.9993274294054649,0.9999999730308791,0.05719627872912241,2.336367807686371e-06,0.007323570001121773,2.950238541079611e-07,0.08557785929270359,0.0005431609836024317,0.006564702262466274,2.843088841842369e-07
RobustScaler,SumEncoder,DecisionTreeRegressor,4,9.90607237815857,0.10216736793518066,0.9993230044690792,0.9999999761523448,0.057062040904207745,2.1811435218424805e-06,0.0074491757251454165,2.601945950824656e-07,0.08630860748005043,0.0005100927318463434,0.006551568749437278,2.6505680145202417e-07
RobustScaler,SumEncoder,GradientBoostingRegressor,0,136.1974756717682,0.46315622329711914,0.9983825119132755,0.9983770142758854,0.09865936740334696,0.09857755693312588,0.017752282692800114,0.01771932496446863,0.13323769246275663,0.1331139548074079,13602070326593.992,13499307741123.414
